Arrest_Quarter,Perceived_Race,Sex,Age_group__at_arrest_,ArrestLocDiv,Occurrence_Category,Actions_at_arrest___Concealed_i,Actions_at_arrest___Combative__,Actions_at_arrest___Resisted__d,Actions_at_arrest___Mental_inst,Actions_at_arrest___Assaulted_o,Actions_at_arrest___Cooperative,cfs_list
4,South Asian,M,2,XX,Warrant,0,0,0,0,0,0,"[[4, 'South Asian', 'M', 2, '52', 'Warrant', 0, 0, 0, 0, 0, 0, 1], [4, 'South Asian', 'M', 2, '52', 'Warrant', 1, 0, 0, 0, 0, 0, 1], [4, 'South Asian', 'M', 2, '52', 'Warrant', 1, 0, 0, 0, 0, 0, 1], [4, 'South Asian', 'M', 2, '52', 'Warrant', 0, 1, 0, 0, 0, 0, 1], [4, 'South Asian', 'M', 2, '51', 'Warrant', 0, 1, 0, 0, 0, 0, 1], [4, 'South Asian', 'M', 2, '52', 'Warrant', 0, 0, 0, 0, 0, 0, 1], [4, 'South Asian', 'M', 2, '51', 'Warrant', 0, 1, 0, 0, 0, 0, 1], [4, 'South Asian', 'M', 2, '52', 'Warrant', 1, 0, 1, 0, 0, 0, 1], [4, 'South Asian', 'M', 2, '52', 'Warrant', 0, 0, 1, 0, 0, 0, 1], [4, 'South Asian', 'M', 2, '52', 'Warrant', 1, 0, 0, 0, 0, 0, 1]]"
4,Black,M,2,14,Police Category - Administrative,0,0,0,0,0,0,"[[4, 'Black', 'M', 2, '53', 'Police Category - Administrative', 0, 0, 0, 0, 0, 0, 1], [4, 'Black', 'M', 2, '53', 'Police Category - Administrative', 1, 0, 0, 0, 0, 0, 1], [4, 'Black', 'M', 2, '53', 'Police Category - Administrative', 1, 0, 0, 0, 0, 1, 1]]"
4,South Asian,M,2,33,Assault & Other crimes against persons,0,0,0,0,0,1,"[[4, 'South Asian', 'M', 2, '52', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [4, 'South Asian', 'M', 2, '42', 'Assault & Other crimes against persons', 1, 0, 0, 0, 0, 1, 1], [4, 'South Asian', 'M', 2, '42', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 0, 1], [4, 'South Asian', 'M', 2, '42', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [4, 'South Asian', 'M', 2, '52', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [4, 'South Asian', 'M', 2, '53', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [4, 'South Asian', 'M', 2, '53', 'Assault & Other crimes against persons', 1, 0, 0, 0, 0, 1, 1], [4, 'South Asian', 'M', 2, '52', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [4, 'South Asian', 'M', 2, '53', 'Assault & Other crimes against persons', 1, 0, 0, 0, 0, 0, 1], [4, 'South Asian', 'M', 2, '52', 'Assault & Other crimes against persons', 0, 1, 0, 0, 0, 1, 1]]"
3,White,M,1,31,Assault,0,0,0,0,0,1,"[[3, 'White', 'M', 1, '53', 'Assault', 1, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 1, '53', 'Assault', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 1, '53', 'Assault', 1, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 1, '14', 'Assault', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 1, '14', 'Assault', 0, 0, 1, 0, 0, 1, 1], [3, 'White', 'M', 1, '53', 'Assault', 1, 1, 0, 0, 0, 1, 1], [3, 'White', 'M', 1, '53', 'Assault', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 1, '52', 'Assault', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 1, '53', 'Assault', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 1, '52', 'Assault', 1, 0, 0, 0, 0, 1, 1]]"
1,White,M,4,13,Harassment/Threatening,0,0,0,0,0,1,"[[1, 'White', 'M', 4, '52', 'Harassment/Threatening', 1, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 4, '51', 'Harassment/Threatening', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 4, '51', 'Harassment/Threatening', 1, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 4, '51', 'Harassment/Threatening', 0, 0, 1, 0, 0, 0, 1], [1, 'White', 'M', 4, '51', 'Harassment/Threatening', 1, 0, 0, 0, 0, 1, 1]]"
0,Unknown or Legacy,M,3,XX,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,1,"[[0, 'Unknown or Legacy', 'M', 3, '52', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 1, 1, 0, 1, 1], [0, 'Unknown or Legacy', 'M', 3, '52', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 1, 1], [0, 'Unknown or Legacy', 'M', 3, '14', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 1, 0, 0, 0, 1], [0, 'Unknown or Legacy', 'M', 3, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 1, 0, 0, 1, 1], [0, 'Unknown or Legacy', 'M', 3, '51', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 1, 1], [0, 'Unknown or Legacy', 'M', 3, '14', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 1, 1, 0, 1, 1], [0, 'Unknown or Legacy', 'M', 3, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 1, 1, 0, 0, 1, 1], [0, 'Unknown or Legacy', 'M', 3, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 1, 1], [0, 'Unknown or Legacy', 'M', 3, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 1, 1], [0, 'Unknown or Legacy', 'M', 3, '52', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 1, 1]]"
3,White,M,3,XX,Assault & Other crimes against persons,0,0,0,0,0,1,"[[3, 'White', 'M', 3, 'XX', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 0, 1], [3, 'White', 'M', 3, '43', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 3, '54', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 3, '11', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 3, '12', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 3, '13', 'Assault & Other crimes against persons', 0, 0, 0, 1, 0, 1, 1], [3, 'White', 'M', 3, 'XX', 'Assault & Other crimes against persons', 0, 1, 0, 1, 0, 1, 1], [3, 'White', 'M', 3, '55', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 3, '53', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 3, '53', 'Assault & Other crimes against persons', 0, 0, 0, 1, 0, 1, 1]]"
0,White,M,5,13,Other Offence,0,0,0,0,0,1,"[[0, 'White', 'M', 5, '42', 'Other Offence', 0, 0, 0, 0, 0, 1, 1], [0, 'White', 'M', 5, '54', 'Other Offence', 0, 0, 0, 0, 0, 1, 1], [0, 'White', 'M', 5, '14', 'Other Offence', 0, 0, 0, 0, 0, 1, 1], [0, 'White', 'M', 5, '14', 'Other Offence', 0, 0, 1, 0, 0, 1, 1], [0, 'White', 'M', 5, '55', 'Other Offence', 0, 0, 1, 0, 0, 1, 1], [0, 'White', 'M', 5, '42', 'Other Offence', 0, 0, 0, 0, 0, 1, 1], [0, 'White', 'M', 5, '53', 'Other Offence', 0, 0, 0, 0, 0, 1, 1], [0, 'White', 'M', 5, '53', 'Other Offence', 0, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 5, '54', 'Other Offence', 0, 0, 0, 0, 0, 1, 1], [0, 'White', 'M', 5, '11', 'Other Offence', 1, 0, 0, 0, 0, 1, 1]]"
4,Unknown or Legacy,M,2,XX,Assault & Other crimes against persons,0,0,0,0,0,1,"[[4, 'Unknown or Legacy', 'M', 2, '52', 'Assault & Other crimes against persons', 1, 0, 0, 0, 0, 0, 1], [4, 'Unknown or Legacy', 'M', 2, '51', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [4, 'Unknown or Legacy', 'M', 2, '53', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [4, 'Unknown or Legacy', 'M', 2, '53', 'Assault & Other crimes against persons', 1, 0, 0, 0, 0, 1, 1], [4, 'Unknown or Legacy', 'M', 2, '52', 'Assault & Other crimes against persons', 1, 1, 0, 0, 0, 1, 1], [4, 'Unknown or Legacy', 'M', 2, '51', 'Assault & Other crimes against persons', 0, 0, 0, 1, 0, 0, 1], [4, 'Unknown or Legacy', 'M', 2, '53', 'Assault & Other crimes against persons', 0, 1, 0, 0, 0, 1, 1], [4, 'Unknown or Legacy', 'M', 2, '52', 'Assault & Other crimes against persons', 1, 0, 0, 0, 0, 1, 1], [4, 'Unknown or Legacy', 'M', 2, '53', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 0, 1], [4, 'Unknown or Legacy', 'M', 2, '52', 'Assault & Other crimes against persons', 0, 1, 0, 0, 0, 1, 1]]"
4,Black,M,3,XX,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,0,"[[4, 'Black', 'M', 3, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 1, 0, 0, 0, 0, 1], [4, 'Black', 'M', 3, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 1, 0, 0, 0, 0, 1], [4, 'Black', 'M', 3, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 0, 1], [4, 'Black', 'M', 3, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 0, 1], [4, 'Black', 'M', 3, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 1, 0, 1], [4, 'Black', 'M', 3, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 0, 1], [4, 'Black', 'M', 3, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 1, 0, 1], [4, 'Black', 'M', 3, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 0, 1], [4, 'Black', 'M', 3, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 1, 1], [4, 'Black', 'M', 3, '43', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 0, 1]]"
3,White,M,3,XX,Vehicle Related (inc. Impaired),0,0,0,0,0,0,"[[3, 'White', 'M', 3, '31', 'Vehicle Related (inc. Impaired)', 1, 0, 0, 0, 0, 0, 1], [3, 'White', 'M', 3, '53', 'Vehicle Related (inc. Impaired)', 0, 0, 0, 0, 0, 0, 1], [3, 'White', 'M', 3, '23', 'Vehicle Related (inc. Impaired)', 0, 0, 1, 0, 0, 0, 1], [3, 'White', 'M', 3, '51', 'Vehicle Related (inc. Impaired)', 0, 0, 0, 0, 0, 0, 1], [3, 'White', 'M', 3, '31', 'Vehicle Related (inc. Impaired)', 0, 0, 0, 0, 0, 0, 1], [3, 'White', 'M', 3, '55', 'Vehicle Related (inc. Impaired)', 0, 0, 0, 0, 0, 0, 1], [3, 'White', 'M', 3, '51', 'Vehicle Related (inc. Impaired)', 0, 1, 0, 0, 0, 0, 1], [3, 'White', 'M', 3, '51', 'Vehicle Related (inc. Impaired)', 1, 0, 0, 0, 0, 0, 1], [3, 'White', 'M', 3, '41', 'Vehicle Related (inc. Impaired)', 0, 0, 0, 0, 0, 0, 1], [3, 'White', 'M', 3, '52', 'Vehicle Related (inc. Impaired)', 0, 0, 0, 0, 0, 0, 1]]"
0,Unknown or Legacy,M,3,XX,Mischief & Fraud,0,0,0,0,0,0,"[[0, 'Unknown or Legacy', 'M', 3, '55', 'Mischief & Fraud', 0, 0, 0, 0, 0, 0, 1], [0, 'Unknown or Legacy', 'M', 3, 'XX', 'Mischief & Fraud', 1, 0, 0, 1, 0, 0, 1], [0, 'Unknown or Legacy', 'M', 3, '54', 'Mischief & Fraud', 0, 0, 0, 0, 0, 0, 1], [0, 'Unknown or Legacy', 'M', 3, '43', 'Mischief & Fraud', 0, 0, 0, 0, 0, 0, 1], [0, 'Unknown or Legacy', 'M', 3, '51', 'Mischief & Fraud', 0, 0, 0, 0, 0, 0, 1], [0, 'Unknown or Legacy', 'M', 3, '14', 'Mischief & Fraud', 0, 0, 0, 0, 0, 0, 1], [0, 'Unknown or Legacy', 'M', 3, '51', 'Mischief & Fraud', 0, 0, 0, 0, 0, 0, 1], [0, 'Unknown or Legacy', 'M', 3, '51', 'Mischief & Fraud', 0, 0, 0, 0, 0, 0, 1], [0, 'Unknown or Legacy', 'M', 3, '43', 'Mischief & Fraud', 0, 0, 0, 0, 0, 0, 1], [0, 'Unknown or Legacy', 'M', 3, '51', 'Mischief & Fraud', 0, 1, 0, 0, 0, 0, 1]]"
0,Unknown or Legacy,M,4,XX,Sexual Related Crime,0,0,0,0,0,0,[]
3,South Asian,M,2,XX,Assault,0,0,0,0,0,0,"[[3, 'South Asian', 'M', 2, '52', 'Assault', 0, 0, 0, 0, 0, 0, 1], [3, 'South Asian', 'M', 2, '53', 'Assault', 0, 0, 0, 0, 0, 0, 1], [3, 'South Asian', 'M', 2, '53', 'Assault', 0, 0, 0, 0, 0, 1, 1], [3, 'South Asian', 'M', 2, '14', 'Assault', 0, 0, 0, 0, 0, 0, 1], [3, 'South Asian', 'M', 2, '53', 'Assault', 0, 0, 0, 0, 0, 0, 1], [3, 'South Asian', 'M', 2, '14', 'Assault', 1, 0, 0, 0, 0, 0, 1], [3, 'South Asian', 'M', 2, '51', 'Assault', 0, 0, 0, 0, 0, 0, 1], [3, 'South Asian', 'M', 2, '23', 'Assault', 0, 0, 0, 0, 0, 0, 1], [3, 'South Asian', 'M', 2, '51', 'Assault', 1, 0, 0, 0, 0, 0, 1], [3, 'South Asian', 'M', 2, '53', 'Assault', 0, 0, 0, 0, 0, 0, 1]]"
3,Black,F,1,XX,Mischief & Fraud,0,0,0,0,0,0,"[[3, 'Black', 'F', 1, 'XX', 'Mischief & Fraud', 0, 0, 0, 0, 0, 1, 1], [3, 'Black', 'F', 1, '12', 'Mischief & Fraud', 0, 0, 0, 0, 0, 0, 1], [3, 'Black', 'F', 1, 'XX', 'Mischief & Fraud', 0, 0, 0, 1, 0, 0, 1], [3, 'Black', 'F', 1, 'XX', 'Mischief & Fraud', 0, 0, 0, 1, 0, 0, 1], [3, 'Black', 'F', 1, '33', 'Mischief & Fraud', 0, 0, 0, 0, 0, 1, 1], [3, 'Black', 'F', 1, 'XX', 'Mischief & Fraud', 0, 0, 0, 1, 0, 1, 1], [3, 'Black', 'F', 1, '14', 'Mischief & Fraud', 0, 0, 0, 0, 0, 0, 1], [3, 'Black', 'F', 1, '53', 'Mischief & Fraud', 0, 0, 0, 0, 0, 0, 1], [3, 'Black', 'F', 1, 'XX', 'Mischief & Fraud', 0, 0, 0, 0, 0, 0, 1], [3, 'Black', 'F', 1, 'XX', 'Mischief & Fraud', 0, 0, 0, 1, 0, 0, 1]]"
0,White,M,3,32,Fraud,0,0,0,0,0,0,[]
3,Black,M,1,52,Police Category - Administrative,0,0,0,0,0,0,"[[3, 'Black', 'M', 1, '53', 'Police Category - Administrative', 0, 1, 1, 1, 1, 1, 1], [3, 'Black', 'M', 1, '53', 'Police Category - Administrative', 0, 0, 0, 0, 0, 0, 1], [3, 'Black', 'M', 1, '53', 'Police Category - Administrative', 0, 0, 0, 0, 0, 0, 1], [3, 'Black', 'M', 1, '53', 'Police Category - Administrative', 0, 1, 0, 0, 0, 1, 1], [3, 'Black', 'M', 1, '53', 'Police Category - Administrative', 0, 1, 0, 0, 0, 0, 1], [3, 'Black', 'M', 1, '53', 'Police Category - Administrative', 1, 0, 0, 0, 0, 0, 1], [3, 'Black', 'M', 1, '53', 'Police Category - Administrative', 1, 0, 1, 0, 0, 0, 1], [3, 'Black', 'M', 1, '53', 'Police Category - Administrative', 0, 0, 0, 0, 1, 1, 1], [3, 'Black', 'M', 1, '53', 'Police Category - Administrative', 0, 0, 0, 1, 0, 0, 1], [3, 'Black', 'M', 1, '53', 'Police Category - Administrative', 0, 0, 1, 0, 1, 1, 1]]"
0,White,F,2,22,Assault,0,0,0,0,0,1,"[[0, 'White', 'F', 2, '52', 'Assault', 1, 0, 0, 0, 0, 1, 1], [0, 'White', 'F', 2, '53', 'Assault', 0, 0, 1, 0, 0, 1, 1], [0, 'White', 'F', 2, '51', 'Assault', 0, 0, 1, 0, 0, 1, 1], [0, 'White', 'F', 2, '52', 'Assault', 0, 0, 0, 1, 0, 1, 1], [0, 'White', 'F', 2, '52', 'Assault', 1, 0, 0, 0, 0, 1, 1], [0, 'White', 'F', 2, '52', 'Assault', 1, 0, 1, 0, 0, 1, 1], [0, 'White', 'F', 2, '52', 'Assault', 1, 0, 0, 0, 0, 1, 1], [0, 'White', 'F', 2, '52', 'Assault', 0, 0, 0, 0, 0, 1, 1], [0, 'White', 'F', 2, '53', 'Assault', 1, 0, 1, 0, 0, 1, 1], [0, 'White', 'F', 2, '53', 'Assault', 0, 0, 0, 0, 0, 1, 1]]"
0,White,M,2,XX,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,0,"[[0, 'White', 'M', 2, '43', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 2, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 2, '14', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 1, 0, 0, 0, 1], [0, 'White', 'M', 2, '43', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 2, '43', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 2, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 2, '14', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 1, 0, 0, 0, 1], [0, 'White', 'M', 2, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 2, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 2, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 1, 1]]"
1,White,M,3,XX,Police Category - Administrative,0,0,0,0,0,0,"[[1, 'White', 'M', 3, '53', 'Police Category - Administrative', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 3, '53', 'Police Category - Administrative', 0, 0, 1, 0, 0, 1, 1], [1, 'White', 'M', 3, '53', 'Police Category - Administrative', 1, 0, 0, 0, 1, 1, 1], [1, 'White', 'M', 3, '53', 'Police Category - Administrative', 0, 0, 1, 0, 0, 1, 1], [1, 'White', 'M', 3, '53', 'Police Category - Administrative', 0, 0, 1, 1, 0, 1, 1], [1, 'White', 'M', 3, '53', 'Police Category - Administrative', 0, 1, 0, 1, 0, 1, 1], [1, 'White', 'M', 3, '51', 'Police Category - Administrative', 0, 0, 1, 0, 0, 1, 1], [1, 'White', 'M', 3, '53', 'Police Category - Administrative', 1, 1, 0, 0, 0, 0, 1], [1, 'White', 'M', 3, '53', 'Police Category - Administrative', 1, 0, 0, 0, 1, 0, 1], [1, 'White', 'M', 3, '53', 'Police Category - Administrative', 0, 0, 0, 1, 0, 1, 1]]"
0,Latino,F,5,XX,Fraud,0,0,0,0,0,1,[]
3,White,M,4,XX,Assault,0,0,0,0,0,1,"[[3, 'White', 'M', 4, '53', 'Assault', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 4, '14', 'Assault', 1, 0, 1, 0, 0, 1, 1], [3, 'White', 'M', 4, '53', 'Assault', 1, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 4, '14', 'Assault', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 4, '53', 'Assault', 0, 0, 0, 0, 0, 0, 1], [3, 'White', 'M', 4, '14', 'Assault', 0, 0, 1, 0, 0, 1, 1], [3, 'White', 'M', 4, '53', 'Assault', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 4, '14', 'Assault', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 4, '53', 'Assault', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 4, '51', 'Assault', 0, 0, 1, 0, 0, 1, 1]]"
3,Indigenous,M,6,13,Warrant,0,0,0,0,0,1,"[[3, 'Indigenous', 'M', 6, '42', 'Warrant', 0, 1, 0, 0, 0, 1, 1], [3, 'Indigenous', 'M', 6, '53', 'Warrant', 0, 0, 0, 0, 0, 1, 1], [3, 'Indigenous', 'M', 6, '54', 'Warrant', 0, 0, 0, 0, 0, 1, 1], [3, 'Indigenous', 'M', 6, '42', 'Warrant', 0, 0, 0, 0, 0, 0, 1], [3, 'Indigenous', 'M', 6, '52', 'Warrant', 0, 0, 1, 0, 0, 1, 1], [3, 'Indigenous', 'M', 6, '51', 'Warrant', 0, 0, 0, 0, 0, 1, 1], [3, 'Indigenous', 'M', 6, '14', 'Warrant', 0, 0, 0, 0, 0, 1, 1], [3, 'Indigenous', 'M', 6, '53', 'Warrant', 0, 0, 1, 0, 0, 1, 1], [3, 'Indigenous', 'M', 6, '11', 'Warrant', 0, 0, 0, 0, 0, 1, 1], [3, 'Indigenous', 'M', 6, '53', 'Warrant', 0, 0, 0, 0, 0, 1, 1]]"
0,Middle-Eastern,M,3,XX,Impaired,0,0,0,0,0,1,"[[0, 'Middle-Eastern', 'M', 3, '23', 'Impaired', 1, 0, 0, 0, 0, 1, 1], [0, 'Middle-Eastern', 'M', 3, '23', 'Impaired', 0, 0, 1, 0, 0, 1, 1], [0, 'Middle-Eastern', 'M', 3, '23', 'Impaired', 0, 0, 1, 1, 0, 1, 1], [0, 'Middle-Eastern', 'M', 3, '23', 'Impaired', 0, 0, 0, 0, 0, 1, 1], [0, 'Middle-Eastern', 'M', 3, '23', 'Impaired', 1, 0, 0, 0, 0, 1, 1], [0, 'Middle-Eastern', 'M', 3, '23', 'Impaired', 1, 0, 0, 0, 0, 0, 1], [0, 'Middle-Eastern', 'M', 3, '23', 'Impaired', 0, 1, 0, 0, 0, 1, 1], [0, 'Middle-Eastern', 'M', 3, '23', 'Impaired', 0, 0, 0, 0, 0, 1, 1], [0, 'Middle-Eastern', 'M', 3, '23', 'Impaired', 0, 0, 0, 0, 0, 1, 1], [0, 'Middle-Eastern', 'M', 3, '23', 'Impaired', 0, 0, 0, 0, 0, 1, 1]]"
0,Black,M,4,XX,Police Category - Administrative,0,0,0,0,0,1,"[[0, 'Black', 'M', 4, '51', 'Police Category - Administrative', 0, 0, 0, 0, 0, 1, 1], [0, 'Black', 'M', 4, '53', 'Police Category - Administrative', 0, 0, 1, 0, 0, 1, 1], [0, 'Black', 'M', 4, '53', 'Police Category - Administrative', 0, 1, 0, 0, 0, 1, 1], [0, 'Black', 'M', 4, '53', 'Police Category - Administrative', 1, 0, 1, 0, 0, 0, 1], [0, 'Black', 'M', 4, '53', 'Police Category - Administrative', 0, 0, 1, 0, 0, 1, 1], [0, 'Black', 'M', 4, '53', 'Police Category - Administrative', 1, 0, 1, 0, 0, 1, 1], [0, 'Black', 'M', 4, '53', 'Police Category - Administrative', 0, 1, 0, 0, 0, 1, 1], [0, 'Black', 'M', 4, '51', 'Police Category - Administrative', 1, 0, 1, 1, 0, 1, 1]]"
3,Indigenous,F,1,XX,"FTA/FTC, Compliance Check & Parollee",0,0,0,0,0,0,"[[3, 'Indigenous', 'F', 1, '53', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 0, 0, 0, 1], [3, 'Indigenous', 'F', 1, '51', 'FTA/FTC, Compliance Check & Parollee', 0, 1, 0, 0, 0, 0, 1], [3, 'Indigenous', 'F', 1, '52', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 0, 0, 0, 1], [3, 'Indigenous', 'F', 1, 'XX', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 1, 0, 1, 1], [3, 'Indigenous', 'F', 1, '53', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 0, 0, 0, 1], [3, 'Indigenous', 'F', 1, '23', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 0, 0, 0, 1], [3, 'Indigenous', 'F', 1, '14', 'FTA/FTC, Compliance Check & Parollee', 1, 0, 0, 0, 0, 0, 1], [3, 'Indigenous', 'F', 1, 'XX', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 0, 0, 0, 1], [3, 'Indigenous', 'F', 1, '53', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 1, 0, 0, 1], [3, 'Indigenous', 'F', 1, 'XX', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 1, 0, 0, 1]]"
1,White,M,3,33,"FTA/FTC, Compliance Check & Parollee",0,0,0,0,0,0,"[[1, 'White', 'M', 3, '55', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 1, 0, 0, 0, 1], [1, 'White', 'M', 3, '42', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 0, 0, 0, 1], [1, 'White', 'M', 3, '33', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 1, 0, 0, 0, 1], [1, 'White', 'M', 3, '33', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 1, 0, 1, 0, 1], [1, 'White', 'M', 3, '11', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 0, 0, 0, 1], [1, 'White', 'M', 3, '55', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 0, 0, 0, 1], [1, 'White', 'M', 3, '52', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 1, 0, 0, 0, 1], [1, 'White', 'M', 3, '42', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 0, 0, 0, 1], [1, 'White', 'M', 3, '12', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 1, 0, 0, 0, 1], [1, 'White', 'M', 3, '43', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 0, 0, 0, 1]]"
0,Middle-Eastern,M,1,XX,LLA,0,0,0,0,0,1,[]
4,East/Southeast Asian,M,3,XX,Assault,0,0,0,0,0,0,[]
4,Black,M,2,51,Assault & Other crimes against persons,0,0,0,0,0,0,"[[4, 'Black', 'M', 2, '51', 'Assault & Other crimes against persons', 0, 1, 0, 0, 0, 1, 1], [4, 'Black', 'M', 2, '51', 'Assault & Other crimes against persons', 0, 0, 0, 1, 0, 1, 1], [4, 'Black', 'M', 2, '52', 'Assault & Other crimes against persons', 1, 0, 0, 0, 0, 1, 1], [4, 'Black', 'M', 2, '51', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 0, 1], [4, 'Black', 'M', 2, '51', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 0, 1], [4, 'Black', 'M', 2, '52', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 0, 1], [4, 'Black', 'M', 2, '53', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 0, 1], [4, 'Black', 'M', 2, '51', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [4, 'Black', 'M', 2, '51', 'Assault & Other crimes against persons', 0, 1, 0, 0, 0, 0, 1], [4, 'Black', 'M', 2, '51', 'Assault & Other crimes against persons', 0, 1, 0, 1, 0, 0, 1]]"
